Title,Artist,Nationality,BeginDate,EndDate,Gender,Date,Department,Cost
SAINT ROCH. GRILLE DE LA CHAIRE,Eugène Atget,(French),-1857,-1927,(Male),1912,Photography, 993 
"Behind Main Street, Montezuma, Georgia",William Eggleston,(American),-1939,,(Male),1976,Photography," 1,286 "
Soft Vase,Hella Jongerius,(Dutch),-1963,,(Female),1994,Architecture & Design," 1,096 "
Study for Flume of Destiny,Arthur B. Davies,(American),-1862,-1928,(Male),(c. 1910),Drawings," 1,106 "
Formalizm v zhivopisi,Russian Book Collection,(),,,(),1933,Prints & Illustrated Books," 1,157 "
Art & Project Bulletin #46,Jan Dibbets,(Dutch),-1941,,(Male),1971,Prints & Illustrated Books," 1,332 "
Reflecting Window (Spiegelndes Fenster),Paul Klee,(German),-1879,-1940,(Male),1915,Prints & Illustrated Books," 1,247 "
Untitled,Unknown,(),,,(),c. 1950,Photography," 1,039 "
"Pictorial ornament (volume II, page 143) from LES GÉORGIQUES",Aristide Maillol,(French),-1861,-1944,(Male),1908-1950,Prints & Illustrated Books," 1,292 "
Crane and Coolie,Hakuyo Fuchigami,(Japanese),-1889,-1960,(Male),1929,Photography," 1,382 "
"Life at home & in nature, a new catalogue of books and manuscripts…c. 1503-2002….Catalogue eight",Ben Kinmont,(American),-1963,,(Male),2003,Prints & Illustrated Books, 993 
The Theater Lobby (Das Theaterfoyer) from Trip to Berlin 1922 (Berliner Reise 1922),Max Beckmann,(German),-1884,-1950,(Male),1922,Prints & Illustrated Books, 942 
"THE SEA (in-text plate, page 15) and SHADOWS (tailpiece, page 15) from LE FLEUVE",Édouard Manet,(French),-1832,-1883,(Male),1874,Prints & Illustrated Books, 987 
Untitled,Varvara Stepanova,(Russian),-1894,-1958,(Female),-1920,Prints & Illustrated Books," 1,424 "
Title page from Album,Terry Winters,(American),-1949,,(Male),1988,Prints & Illustrated Books," 1,067 "
Knotted Chain,Pat Keely,(British),,,(Male),1943,Architecture & Design," 1,128 "
Untitled from Gloria,Alex Katz,(American),-1927,,(Male),2005,Prints & Illustrated Books," 1,162 "
The Ossified Theosophied,Trenton Doyle Hancock,(American),-1974,,(Male),2005,Prints & Illustrated Books," 1,113 "
"The Bull (Le Taureau), state VII",Pablo Picasso,(Spanish),-1881,-1973,(Male),1945,Prints & Illustrated Books," 1,087 "
"Kern County, California",Dorothea Lange,(American),-1895,-1965,(Female),1938,Photography," 1,446 "
ORIZABA,"George Overbury (""Pop"") Hart",(American),-1868,-1933,(Male),-1925,Prints & Illustrated Books," 1,497 "
Keyboard Dances,Philip Corner,(American),-1933,,(Male),1963,Prints & Illustrated Books," 1,075 "
SAINT NICOLAS DU CHARDONNET. PORTE DÉTAIL,Eugène Atget,(French),-1857,-1927,(Male),1920,Photography," 1,339 "
Plantes exotiques,Eugène Atget,(French),-1857,-1927,(Male),1923-1925,Photography," 1,266 "
"Straightback Chair, The Home Place",Wright Morris,(American),-1910,-1998,(Male),1947,Photography," 1,286 "
Plate (folio 8) from UN MILLIMETRO,Pietro Consagra,(Italian),-1920,-2005,(Male),1971,Prints & Illustrated Books," 1,027 "
Rhythms in Barbara,Lynn Bowers,(American),-1932,,(Male),1970,Painting & Sculpture," 1,151 "
"Plate 7 of 11, from the illustrated book, He Disappeared into Complete Silence, second edition",Louise Bourgeois,(American),-1911,-2010,(Female),1995-1999,Prints & Illustrated Books," 1,420 "
Henry Avoiding the Sun,David Hockney,(British),-1937,,(Male),c. 1975,Photography," 1,054 "
Neo Futurism,Peter Bankov,(Russian),-1969,,(Male),2015,Architecture & Design," 1,343 "
Gazing Head,Alberto Giacometti,(Swiss),-1901,-1966,(Male),1928-1929,Painting & Sculpture," 1,469 "
Plate (folio 76 recto) from In Memory of My Feelings,Philip Guston,(American),-1913,-1980,(Male),1967,Prints & Illustrated Books," 1,361 "
"Clouds, Utah",Dorothea Lange,(American),-1895,-1965,(Female),c. 1938,Photography," 1,254 "
Page 13 from CATALOGUE OF PRINTS,Jean Charlot,(American),-1898,-1979,(Male),1933-1937,Prints & Illustrated Books," 1,118 "
"untitled (the days of this society is numbered / December 7, 2012)",Rirkrit Tiravanija,(Thai),-1961,,(Male),2014,Drawings," 1,021 "
"Duplicate of plate from folio 32 (supplementary suite, plate 25) from LA VILLE",Frans Masereel,(Belgian),-1889,-1972,(Male),1925,Prints & Illustrated Books," 1,159 "
Headpiece (colophon) from PARLER SEUL,Joan Miró,(Spanish),-1893,-1983,(Male),1948-1950,Prints & Illustrated Books," 1,185 "
"Scopes of Blue, Red, Yellow",Benni Efrat,(Israeli),,,(Male),-1974,Prints & Illustrated Books," 1,056 "
Sense and Sense,Emily Roysdon,(American),,,(),2010,Media and Performance Art," 1,453 "
Untitled from Tailleur de Coeur,Rebecca Horn,(German),-1944,,(Female),1998,Prints & Illustrated Books," 1,476 "
"Plate 4 from L'AVANGUARDIA INTERNAZIONALE, Volume 3/L'AVANT-GARDE INTERNATIONALE, Volume 3/THE INTERNATIONAL AVANT-GARDE, Volume 3",Augustin Càrdenas,(Cuban),-1927,-2001,(Male),1962,Prints & Illustrated Books," 1,327 "
"Proof of 5th color for Plate 13 (supplementary suite, plate 164) from FOUR TALES FROM THE ARABIAN NIGHTS",Marc Chagall,(French),-1887,-1985,(Male),1941-1948,Prints & Illustrated Books," 1,321 "
Plate (page 75) from VISAGES,Henri Matisse,(French),-1869,-1954,(Male),1946,Prints & Illustrated Books," 1,290 "
"First state of The Bride Stripped Bare... from The Large Glass and Related Works, Vol. II",Marcel Duchamp,(American),-1887,-1968,(Male),1968,Prints & Illustrated Books, 917 
Partial Female Figure (Fragment de corps de femme),Pablo Picasso,(Spanish),-1881,-1973,(Male),1931,Prints & Illustrated Books, 973 
Self-Portrait (Selbstbildnis),Max Beckmann,(German),-1884,-1950,(Male),-1922,Prints & Illustrated Books," 1,307 "
Staff,Jorge Macchi,(Argentine),-1963,,(Male),1993,Painting & Sculpture," 1,037 "
WESTERN DUO,Gregory Masurovsky,(American),-1929,-2009,(Male),1969,Prints & Illustrated Books, 964 
Project Series: Félix Fénéon,Ben Kinmont,(American),-1963,,(Male),2009,Prints & Illustrated Books," 1,439 "
Our Father / which art / in heaven (Vaterunser / Der Du bist / im Himmel) from The Lord's Prayer (Das Vater Unser),Max Pechstein,(German),-1881,-1955,(Male),1921,Prints & Illustrated Books," 1,071 "
Plate (folio 22 verso) from POEMS,Willem de Kooning,(American),-1904,-1997,(Male),1967-1988,Prints & Illustrated Books," 1,375 "
Fête du Trône,Eugène Atget,(French),-1857,-1927,(Male),1923,Photography," 1,475 "
Dance of the Half Moon,Fernando Leal,(Mexican),-1896,-1964,(Male),1923,Prints & Illustrated Books," 1,452 "
Wise Quackers,Friz Freleng,(American),-1905,-1995,(Male),1949,Film," 1,054 "
Newlands Corner. Everywhere You Go You Can Be Sure of Shell,John Armstrong,(British),-1893,-1973,(Male),1932,Architecture & Design," 1,063 "
The Guilty Girl Is Fragile,Louise Bourgeois,(American),-1911,-2010,(Female),2000,Prints & Illustrated Books," 1,402 "
Pusher,Benny Andrews,(American),-1930,-2006,(Male),1972,Prints & Illustrated Books," 1,326 "
Untitled,Tetsuo Ochikubo,(American),-1923,-1975,(Male),1961,Prints & Illustrated Books," 1,116 "
Barges,Louise Bourgeois,(American),-1911,-2010,(Female),c. 1989,Prints & Illustrated Books," 1,423 "
Against Fun Sport,Peter Stauss,(German),-1966,,(Male),2002,Drawings," 1,279 "
Kamikaze 1989,Wolf Gremm,(),,,(Male),1981,Film," 1,227 "
Sugar Daddy,Suzanne McClelland,(American),-1959,,(Female),2005,Prints & Illustrated Books, 996 
Note III from Notes,Barnett Newman,(American),-1905,-1970,(Male),1968,Prints & Illustrated Books," 1,332 "
"K'UN (in-text plate, folio 5) from I CHING",Sheila Isham,(American),-1927,,(Female),1969,Prints & Illustrated Books," 1,439 "
In-text plate (page 223) from LA 628-E8,Pierre Bonnard,(French),-1867,-1947,(Male),1908,Prints & Illustrated Books," 1,204 "
Untitled,Alberto Giacometti,(Swiss),-1901,-1966,(Male),1951,Drawings," 1,107 "
Bowl,James Prestini,(American),-1908,-1993,(Male),c. 1945,Architecture & Design," 1,096 "
Associations,John Smith,(British),-1952,,(Male),1975,Media and Performance Art," 1,298 "
Tailpiece (page 119) from POÈSIES ANTILLAISES,Henri Matisse,(French),-1869,-1954,(Male),1946-1972,Prints & Illustrated Books," 1,030 "
La Goulue Before the Court (La Goulue devant le Tribunal),Henri de Toulouse-Lautrec,(French),-1864,-1901,(Male),1899,Prints & Illustrated Books," 1,215 "
Untitled from the portfolio CHARADES,Jacob Landau,(American),-1917,-2001,(Male),1965,Prints & Illustrated Books," 1,143 "
Device,Jasper Johns,(American),-1930,,(Male),1972,Prints & Illustrated Books," 1,181 "
"Kevin Gordon; 37 years old; Oakland, California; $40",Philip-Lorca diCorcia,(American),-1951,,(Male),1990-1992,Photography, 953 
Subway Portrait,Walker Evans,(American),-1903,-1975,(Male),1938-1941,Photography," 1,148 "
Table of Contents from Merz 5. 7 Arpaden by Hans Arp. Arp Portfolio. Second Portfolio of the Merz Publisher (Merz 5. 7 Arpaden von Hans Arp. Arp Mappe. Zweite Mappe des Merzverlages),Jean (Hans) Arp,(French),-1886,-1966,(Male),1923,Prints & Illustrated Books," 1,351 "
Steps,Lauretta Vinciarelli,(Italian),-1943,-2012,(Female),1989,Architecture & Design," 1,059 "
Untitled from Vanish,Sol LeWitt,(American),-1928,-2007,(Male),1994,Prints & Illustrated Books," 1,058 "
Plate VI from DIES IRAE,Peter Lipman-Wulf,(American),-1905,,(Male),1949-1963,Prints & Illustrated Books," 1,121 "
The Street (Die Straße) (plate 25) from the illustrated book Deutsche Graphiker der Gegenwart (German Printmakers of Our Time),Max Unold,(German),-1885,-1964,(Male),1920,Prints & Illustrated Books," 1,172 "
"Bagneux, vieille rue",Eugène Atget,(French),-1857,-1927,(Male),1901,Photography," 1,434 "
Study for 'White' series,Glenn Ligon,(American),-1960,,(Male),1996,Drawings," 1,224 "
Doodle-Dot textile,Frank Hinder,(Australian),-1908,-1992,(Male),c. 1947,Architecture & Design," 1,204 "
Untitled,Mateo López,(Colombian),-1978,,(Male),(2008-2010),Drawings," 1,225 "
Untitled #101,José Antonio Suárez Londoño,(Colombian),-1955,,(Male),1994,Prints & Illustrated Books," 1,014 "
SPACE AND FIGURES,Bernhard Heiliger,(German),-1915,-1995,(Male),-1960,Prints & Illustrated Books," 1,340 "
"Weissenhof Apartment House, ""The Dwelling"" Exhibition, Stuttgart, Germany, Plan and elevation (House plan)",Ludwig Mies van der Rohe,(American),-1886,-1969,(Male),1926-1927,Architecture & Design," 1,239 "
Landscape from the portfolio 69,Allan D'Arcangelo,(American),-1930,-1998,(Male),1969,Prints & Illustrated Books," 1,157 "
"Nobilissima Visione or St. Francis, design for ballet",Pavel Tchelitchew,(American),-1898,-1957,(Male),1938,Drawings, 990 
Watchers,Lynn Chadwick,(British),-1914,-2003,(Male),1960,Drawings," 1,239 "
Rue Lanneau,Eugène Atget,(French),-1857,-1927,(Male),1925,Photography," 1,234 "
"Serving Cart (Perspective sketches, elevation sketch)",Ludwig Mies van der Rohe,(American),-1886,-1969,(Male),1926-1946,Architecture & Design," 1,498 "
Double page plate (between pages 96 and 97) from Vertogradari Nad Lozami (Gardeners over the Vines),Natalia Goncharova,(Russian),-1881,-1962,(Female),1913,Prints & Illustrated Books," 1,178 "
Fireworks (plate VI) from The World's Fair (L'Exposition Universelle),Félix Vallotton,(French),-1865,-1925,(Male),-1901,Prints & Illustrated Books," 1,388 "
Plate (folio 52) from EL INGENIOSO HIDALGO DON QUIXOTE DE LA MANCHA,Roberto Matta,(Chilean),-1911,-2002,(Male),1991,Prints & Illustrated Books," 1,188 "
Plate (page 61) from De Mémoire d'homme,Pablo Picasso,(Spanish),-1881,-1973,(Male),1950,Prints & Illustrated Books," 1,135 "
Floods of the Old and New World,Cyprien Gaillard,(French),-1980,,(Male),2011,Photography," 1,289 "
"Study for Cinematic Mural, Study IV",Fernand Léger,(French),-1881,-1955,(Male),(1938-1939),Drawings," 1,178 "
Isadora Duncan,Abraham Walkowitz,(American),-1878,-1965,(Male),(1931-1933),Drawings," 1,311 "
Portrait of Curt Valentin,André Masson,(French),-1896,-1987,(Male),1946,Prints & Illustrated Books," 1,243 "
Blind Justice from Disasters of Peace,Diane Victor,(South African),-1964,,(Female),2001,Prints & Illustrated Books," 1,187 "
"Spider Web, Aix-en-Provence",Harry Callahan,(American),-1912,-1999,(Male),1958,Photography," 1,004 "
UN COIN DE LA RUE SAINT SEVERIN ET DE LA RUE SAINT JACQUES,Eugène Atget,(French),-1857,-1927,(Male),1912,Photography," 1,269 "
Untitled (Study for Hairy Spider),Louise Bourgeois,(American),-1911,-2010,(Female),2001,Prints & Illustrated Books," 1,161 "
In-text plate (page 43) from INCIDENTES MELODICOS DEL MUNDO IRRACIONAL,Leopoldo Méndez,(Mexican),-1902,-1969,(Male),1944,Prints & Illustrated Books, 906 
"Christmas Eve Mass, Les Baux, Provence, France",Brassaï (Gyula Halász),(French),-1899,-1984,(Male),1950,Photography," 1,453 "
Saloon Brawl,Weegee (Arthur Fellig),(American),-1899,-1968,(Male),1942,Photography," 1,104 "
"Gotthard Bank, Lugano, Switzerland (Preliminary sketch)",Mario Botta,(Swiss),-1943,,(Male),1982-1986,Architecture & Design," 1,017 "
Plate (page 9) from HOMMAGE À RIMBAUD,Roger Vieillard,(French),-1907,-1989,(Male),1945,Prints & Illustrated Books," 1,368 "
"Neues Bauen (New Building) (Poster for Deutsche Werkbund Exhibition at the Kunstgewerbe Museum, Zürich)",Theo H. Ballmer,(Swiss),-1902,-1965,(Male),1928,Architecture & Design," 1,020 "
A EG,Jupp Wiertz,(German),-1881,-1939,(Male),c. 1915,Architecture & Design," 1,340 "
"Wolf House, Gubin, Poland (Sections and plan: balcony railing)",Ludwig Mies van der Rohe,(American),-1886,-1969,(Male),1925-1927,Architecture & Design," 1,096 "
LINAS (ÉGLISE),Eugène Atget,(French),-1857,-1927,(Male),1924,Photography," 1,040 "
Shop the Big Book,Robert Watts,(American),-1923,-1988,(Male),c. 1963-1964,Prints & Illustrated Books," 1,356 "
India (Dying silk),John Ross,(American),,,(Male),1900-1958,Photography," 1,237 "
Saint-Gervais-et-Protais,Eugène Atget,(French),-1857,-1927,(Male),1903-1904,Photography," 1,355 "
"Krupp's 15 cm. Rohr von 3,85 Mtr. Lange in Oberdecklaffete mit Mittelpivot",Hugo van Werden,(German),-1836,-1911,(Male),1872,Photography," 1,315 "
Trailer for Mortal Sin (The Book),Lawrence Weiner,(American),-1942,,(Male),2000,Media and Performance Art," 1,287 "
AFTERTHOUGHT FOR CARRINGTON from the portfolio CONSTELLATIONS,Donald Saff,(American),-1937,,(Male),1980,Prints & Illustrated Books," 1,157 "
Untitled,Louise Bourgeois,(American),-1911,-2010,(Female),2002,Prints & Illustrated Books," 1,024 "
Pocahontas: Costume Design for the Ballet Pocahontas,Karl Free,(American),-1903,-1947,(Male),1937,Drawings," 1,494 "
Wrestlers,Max Weber,(American),-1881,-1961,(Male),-1928,Drawings," 1,141 "
Initial U and in-text plate (page 99) from PANTAGRUEL,André Derain,(French),-1880,-1954,(Male),1943,Prints & Illustrated Books," 1,013 "
Untitled,Unknown,(),,,(),c. 1925,Photography," 1,388 "
"Skyscrapers, New York",Charles Sheeler,(American),-1883,-1965,(Male),1950,Photography, 939 
Figure Composition - Working Men,Jan Matulka,(American),-1890,-1972,(Male),(c. 1927),Drawings," 1,469 "
Dancer III (Tänzerin III),Karl Schmidt-Rottluff,(German),-1884,-1976,(Male),-1922,Prints & Illustrated Books," 1,148 "
Linear Construction,Aleksandr Rodchenko,(Russian),-1891,-1956,(Male),-1920,Drawings," 1,462 "
Untitled,Marc Brandenburg,(German),-1965,,(Male),2001,Drawings," 1,250 "
Pushya from Varsha,Ranjani Shettar,(Indian),-1977,,(Female),2012,Prints & Illustrated Books," 1,311 "
Untitled,John Armleder,(Swiss),-1948,,(Male),1992,Prints & Illustrated Books, 958 
In-text plate (page 83) from PARLER SEUL,Joan Miró,(Spanish),-1893,-1983,(Male),1948-1950,Prints & Illustrated Books," 1,105 "
COMING DANGER,Valdemar H. Elenbaas,(Dutch),,,(Male),1952,Prints & Illustrated Books," 1,162 "
In-text plate (folio IV) from 10 RADIERUNGEN,Karl Bohrmann,(German),-1928,-1998,(Male),1969,Prints & Illustrated Books, 935 
"Dubonnet, Vin Tonique au Quinquina",A. M. Cassandre,(French),-1901,-1968,(Male),1932,Architecture & Design," 1,328 "
Untitled (Divided) I,Barnaby Furnas,(American),-1973,,(Male),2004,Drawings," 1,314 "
ICARUS,Carol Summers,(American),-1925,,(Male),-1952,Prints & Illustrated Books," 1,351 "
Shadow Piece II,Mieko Shiomi,(Japanese),-1938,,(Female),1964,Fluxus Collection," 1,118 "
Jug,Martin Puryear,(American),-1941,,(Male),2001,Prints & Illustrated Books," 1,183 "
Richard Strauss,Edward Steichen,(American),-1879,-1973,(Male),1904,Photography," 1,415 "
"CONTESSA OF GOYENECHE MANSION, MADRID: STAIRCASE (after Richard Desvallières; plate, page 69) from ARCHITECTURES",Jacques Villon,(French),-1875,-1963,(Male),1921,Prints & Illustrated Books," 1,249 "
"Plate 8 of 9, from the illustrated book, He Disappeared into Complete Silence, first edition",Louise Bourgeois,(American),-1911,-2010,(Female),1946-1947,Prints & Illustrated Books," 1,461 "
"Teru Teru, Spur-Winged Lapwing (plate, folio 18 verso) from Birds from my Homeland",Antonio Frasconi,(American),-1919,-2013,(Male),1958,Prints & Illustrated Books," 1,454 "
"SAAL S. Victor Social Housing, Porto, Portugal, Notes",Álvaro Siza,(Portuguese),-1933,,(Male),1974-1977,Architecture & Design, 968 
Edelweisspiraten (Edelweiss Pirates),Marcel Odenbach,(German),-1953,,(Male),2001,Drawings," 1,340 "
De Stijl NB stationery,Theo van Doesburg (Christian Emil Marie Küpper),(Dutch),-1883,-1931,(Male),1924,Architecture & Design, 904 
Untitled from Favorite Objects,Christian Boltanski,(French),-1944,,(Male),1998,Prints & Illustrated Books," 1,239 "
A New Wave of Violence,Raymond Pettibon,(American),-1957,,(Male),1982,Prints & Illustrated Books," 1,141 "
The Concorde Collages,Aleksandra Mir,(American),-1967,,(Female),2006,Prints & Illustrated Books," 1,005 "
The Sin of Jesus,Robert Frank,(American),-1924,,(Male),1961,Film," 1,324 "
Normandie,Edward Ruscha,(American),-1937,,(Male),1965,Drawings," 1,297 "
RUE DES NONNAINS D'HYÈRES. (KNIFEGRINDER SIGN),Eugène Atget,(French),-1857,-1927,(Male),1899,Photography," 1,400 "
Head of a Woman,André Derain,(French),-1880,-1954,(Male),(c. 1910),Prints & Illustrated Books," 1,323 "
Saules,Eugène Atget,(French),-1857,-1927,(Male),1921-1922,Photography," 1,210 "
3 from 0-9,Jasper Johns,(American),-1930,,(Male),1963,Prints & Illustrated Books," 1,161 "
"GOAT (in-text plate, page 208) from DAPHNIS AND CHLOE",Aristide Maillol,(French),-1861,-1944,(Male),1937,Prints & Illustrated Books," 1,351 "
